1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
988,0.0,2.0,2.0,0,1,988,,520,3,1954.0,988,3,21750,100.0,0.0,0,5,5,988,,1954,1954,113000
1470,,4.0,2.0,986,7,484,,696,1,1998.0,2630,4,9200,80.0,473.0,66,5,8,1470,,1998,1998,315000
1196,0.0,2.0,2.0,616,3,580,,297,3,1956.0,1196,3,9000,72.0,74.0,44,5,6,1196,,1956,1956,139000
707,682.0,3.0,2.0,0,2,651,,240,2,1947.0,1389,3,3378,60.0,0.0,0,8,7,651,,1946,1992,135000
1644,0.0,2.0,5.0,1518,7,0,,569,4,1989.0,1644,4,12800,,145.0,0,5,7,1518,,1989,1989,275000
907,0.0,3.0,2.0,288,4,619,,352,2,1964.0,907,3,8593,77.0,0.0,0,6,4,907,,1957,1957,109008
1208,,2.0,2.0,664,7,544,,628,3,2007.0,1208,4,6762,64.0,108.0,54,5,7,1208,105.0,2007,2007,195400
1412,0.0,3.0,3.0,1005,7,387,,576,2,1988.0,1412,4,11457,130.0,0.0,0,5,6,1392,,1988,1988,175000
483,504.0,2.0,2.0,387,6,96,,264,2,1971.0,987,3,1680,21.0,232.0,0,5,6,483,,1971,1971,85400
1088,110.0,4.0,2.0,0,1,901,,0,1,,1198,3,5586,60.0,0.0,98,7,6,901,,1920,1998,79900
765,600.0,2.0,2.0,471,6,294,,440,2,1971.0,1365,3,1920,24.0,376.0,36,5,5,765,,1971,1971,122500
926,678.0,3.0,2.0,0,2,926,,470,4,1997.0,1604,3,10839,100.0,0.0,36,5,6,926,0.0,1997,1998,181000
630,0.0,1.0,4.0,495,6,135,,0,1,,630,3,1890,21.0,0.0,0,7,4,630,,1972,1972,81000
827,834.0,3.0,4.0,385,7,70,,550,3,1996.0,1661,4,10667,43.0,0.0,61,6,7,799,,1996,1996,212000
734,,2.0,2.0,0,2,648,,440,1,1990.0,1118,3,4400,40.0,0.0,0,8,6,648,,1920,1950,116000
904,0.0,2.0,2.0,0,2,884,,180,2,1926.0,904,3,6000,50.0,0.0,0,7,6,884,,1926,2004,119000
694,0.0,,2.0,365,3,75,,352,2,1990.0,694,4,4280,40.0,0.0,0,6,5,440,,1913,2002,90350
684,512.0,3.0,3.0,0,2,684,,528,2,2005.0,1196,4,12354,67.0,0.0,46,8,6,684,,1920,2000,110000
2402,0.0,2.0,5.0,1767,7,788,,672,4,2008.0,2402,5,15431,105.0,200.0,72,5,10,3094,,2008,2008,555000
1440,0.0,4.0,2.0,133,6,1307,,0,1,,1440,2,12108,92.0,270.0,0,4,4,1440,,1955,1955,118000
1128,445.0,3.0,2.0,0,2,1078,,360,2,1930.0,1573,3,6240,52.0,0.0,0,7,5,1078,,1930,1992,162900
1258,0.0,2.0,4.0,0,2,1258,,648,4,2007.0,1258,4,3922,53.0,72.0,16,5,7,1258,,2006,2007,172500
933,975.0,4.0,2.0,642,7,273,,493,2,1994.0,1908,4,8750,70.0,0.0,133,5,7,915,,1994,1995,210000
1689,0.0,3.0,2.0,0,2,1436,0.0,480,2,1956.0,1689,3,9855,73.0,0.0,0,5,6,1436,,1956,1956,127500
1888,0.0,2.0,2.0,247,1,557,,578,4,1966.0,1888,4,16492,137.0,0.0,0,6,6,1517,,1966,2002,190000
956,930.0,,2.0,0,2,930,,431,4,1998.0,1886,4,11214,,0.0,0,5,7,930,,1998,1999,199900
780,596.0,3.0,2.0,0,2,780,,198,2,1937.0,1376,3,8600,50.0,0.0,0,6,6,780,,1937,1950,119500
679,504.0,2.0,2.0,331,6,318,,308,2,1981.0,1183,3,6000,50.0,0.0,176,7,3,649,,1948,2002,120000
813,0.0,2.0,2.0,0,2,813,,270,2,1932.0,813,4,5684,70.0,0.0,113,8,6,813,0.0,1930,2005,110000
1533,0.0,2.0,5.0,655,6,878,,576,2,1975.0,1533,4,70761,62.0,0.0,54,5,7,1533,,1975,1975,280000
888,868.0,3.0,2.0,742,6,130,,422,4,1996.0,1756,3,9303,,42.0,122,5,6,872,,1996,1997,204000
786,,3.0,2.0,0,2,768,,676,3,2008.0,1590,4,9000,75.0,0.0,30,5,8,768,0.0,2008,2008,210000
1728,0.0,4.0,2.0,1606,6,122,,560,2,1976.0,1728,3,9297,63.0,0.0,0,5,5,1728,,1976,1976,188000
1242,0.0,3.0,2.0,916,6,326,,528,2,1973.0,1242,3,9600,80.0,320.0,0,6,7,1242,,1973,1973,175500
624,720.0,4.0,2.0,0,2,624,,513,2,1916.0,1344,3,4571,34.0,0.0,0,5,5,624,,1916,1950,98000
1663,0.0,2.0,5.0,1116,5,248,,529,1,1954.0,1663,4,53227,,0.0,137,6,4,1364,,1954,1994,256000
833,833.0,3.0,2.0,0,2,588,,228,2,1925.0,1666,4,5100,,0.0,63,7,8,588,,1925,1996,161000
979,224.0,3.0,2.0,185,3,524,,352,2,1950.0,1203,4,7015,,161.0,0,4,5,709,,1950,1950,110000
832,1103.0,3.0,2.0,544,7,288,,552,4,2009.0,1935,3,8004,75.0,110.0,150,5,8,832,,2009,2009,263435
575,560.0,3.0,2.0,350,6,0,,576,3,1971.0,1135,4,7200,60.0,0.0,0,9,7,560,,1936,2007,155000
864,0.0,3.0,2.0,553,4,0,,360,2,1965.0,864,3,8281,60.0,0.0,0,5,5,864,,1965,1965,62383
849,811.0,3.0,2.0,326,3,389,,240,2,1939.0,1660,3,11988,74.0,0.0,0,7,6,715,,1934,1995,188700
1040,0.0,3.0,2.0,616,4,424,,0,1,,1040,3,8430,60.0,136.0,0,5,5,1040,,1978,1978,124000
1414,0.0,2.0,2.0,0,2,1375,,398,4,2004.0,1414,4,3072,,18.0,20,5,7,1375,,2004,2004,178740
1277,0.0,2.0,5.0,778,7,499,0.0,526,2,1970.0,1277,3,10628,85.0,0.0,0,5,7,1277,0.0,1970,1970,167000
888,,3.0,2.0,386,3,342,,312,2,1942.0,1644,4,9480,79.0,224.0,0,7,5,728,,1942,1995,146500
1634,0.0,3.0,2.0,0,2,1626,,866,1,2006.0,1634,4,11428,98.0,248.0,44,5,8,1626,,2006,2006,250000
832,878.0,3.0,2.0,426,7,406,,506,3,1993.0,1710,4,9291,76.0,120.0,70,5,6,832,,1993,1993,187000
1502,0.0,1.0,4.0,368,7,0,,528,3,1985.0,1502,4,6820,,0.0,54,5,8,1488,,1985,1985,212000
1161,808.0,3.0,2.0,0,2,808,,534,3,1977.0,1969,3,11952,92.0,0.0,0,6,7,808,,1977,1977,190000
1072,0.0,2.0,5.0,459,1,88,,525,1,2005.0,1072,3,3675,35.0,80.0,28,5,6,547,,2005,2005,148000
1976,0.0,2.0,5.0,1350,1,626,,908,3,2006.0,1976,4,14977,110.0,304.0,63,5,8,1976,,2006,2007,440000
1652,0.0,2.0,4.0,1196,7,298,,499,3,2000.0,1652,5,5330,41.0,0.0,48,5,8,1494,,2000,2000,251000
970,0.0,2.0,2.0,630,7,340,,624,2,1996.0,970,3,8480,80.0,0.0,24,6,5,970,,1963,1963,132500
1493,0.0,,5.0,994,7,484,,508,4,1997.0,1493,4,13125,75.0,215.0,39,5,6,1478,,1997,1998,208900
2069,574.0,3.0,4.0,0,2,2153,0.0,694,4,2006.0,2643,5,13693,105.0,772.0,84,5,9,2153,,2006,2006,380000
1718,0.0,3.0,5.0,1288,7,417,0.0,826,3,2007.0,1718,4,10637,79.0,336.0,44,5,8,1705,,2007,2008,297000
1131,0.0,,2.0,168,4,739,,672,2,1995.0,1131,3,5925,50.0,435.0,72,7,4,907,,1937,2000,89471
1850,0.0,3.0,5.0,1261,7,572,,772,4,2004.0,1850,4,16033,98.0,378.0,112,5,9,1833,,2004,2005,326000
1792,0.0,2.0,5.0,1567,7,225,,874,4,2003.0,1792,5,11846,72.0,562.0,49,5,9,1792,,2003,2004,374000
916,,4.0,2.0,299,6,611,,164,2,1915.0,1826,5,2500,50.0,0.0,0,8,7,910,,1915,2005,155000
1216,,2.0,2.0,897,7,319,0.0,402,2,1998.0,1216,3,4500,32.0,116.0,125,5,6,1216,,1998,1998,164000
999,0.0,3.0,2.0,588,6,411,,264,2,1963.0,999,4,7758,,0.0,132,7,5,999,,1962,2001,132500
1113,0.0,3.0,2.0,607,6,506,,264,2,1950.0,1113,4,9600,80.0,0.0,80,7,5,1113,,1950,2007,147000
1073,0.0,3.0,2.0,836,6,237,,515,3,1965.0,1073,3,10289,79.0,168.0,0,7,5,1073,,1965,1965,156000
1484,0.0,3.0,4.0,998,6,486,,487,2,1971.0,1484,3,12243,70.0,0.0,0,6,5,1484,,1971,1971,175000
1766,648.0,3.0,2.0,664,5,290,,520,1,1970.0,2414,3,10800,60.0,0.0,0,4,5,954,,1900,1970,160000
630,0.0,,4.0,515,7,115,,286,2,1970.0,630,4,1526,21.0,0.0,0,8,4,630,,1970,2002,86000
616,688.0,3.0,3.0,0,2,264,,336,4,1976.0,1304,3,2665,,0.0,24,6,5,264,141.0,1976,1976,115000
958,620.0,3.0,2.0,403,5,238,,240,2,1941.0,1578,2,9490,79.0,0.0,0,7,6,806,,1941,1950,133000
728,728.0,3.0,2.0,0,2,728,,429,3,2006.0,1456,3,15578,105.0,0.0,0,5,6,728,,2006,2006,172785
1269,0.0,3.0,2.0,374,5,363,,308,2,1964.0,1269,3,7931,70.0,0.0,0,6,5,1269,,1960,1960,155000
886,0.0,2.0,2.0,0,2,190,,273,2,1938.0,886,3,5784,50.0,0.0,20,8,5,190,,1938,1996,91300
720,0.0,2.0,2.0,495,4,225,,0,1,,720,3,7879,60.0,0.0,523,5,4,720,,1920,1950,34900
3228,0.0,,2.0,1231,7,1969,,546,1,1992.0,3228,4,12692,,0.0,75,5,8,3200,,1992,1993,430000
1133,687.0,4.0,2.0,329,4,697,,240,2,1925.0,1820,3,9120,60.0,0.0,100,6,7,1026,,1925,1950,184000
899,0.0,3.0,2.0,450,6,414,,288,4,1967.0,899,4,7800,65.0,89.0,0,7,5,864,,1967,2004,130000
912,0.0,2.0,2.0,111,5,522,,297,4,1958.0,912,3,7535,70.0,0.0,285,7,5,912,,1958,1985,120000
672,546.0,3.0,2.0,356,5,316,,264,2,1973.0,1218,3,1890,21.0,285.0,28,5,6,672,,1973,1973,113000
866,902.0,3.0,2.0,400,7,466,,603,3,2005.0,1768,4,9803,75.0,0.0,108,5,7,866,,2005,2005,226700
1214,0.0,2.0,2.0,698,6,420,,461,2,1965.0,1214,3,9170,70.0,0.0,0,7,5,1214,,1965,1965,140000
1801,0.0,1.0,2.0,1247,6,254,,484,4,1959.0,1801,3,15602,100.0,0.0,54,8,7,1501,,1959,1997,289000
855,,3.0,2.0,257,6,103,,440,2,1974.0,1322,3,2308,24.0,0.0,0,5,6,855,,1974,1974,147000
960,1000.0,4.0,2.0,0,2,960,,400,2,1952.0,1960,3,7596,60.0,360.0,0,5,5,960,,1952,1952,124500
1065,846.0,3.0,2.0,380,1,397,0.0,471,3,1993.0,1911,4,9554,80.0,125.0,81,5,8,777,,1993,1994,215000
1218,0.0,2.0,2.0,27,7,1191,,676,4,2009.0,1218,4,7862,75.0,0.0,102,5,6,1218,,2009,2009,208300
689,689.0,3.0,2.0,141,4,548,,360,2,1928.0,1378,4,9600,60.0,0.0,0,9,7,689,,1928,2005,161000
1041,0.0,3.0,2.0,991,6,50,,270,3,1959.0,1041,3,9600,80.0,132.0,88,6,5,1041,,1959,1959,124500
1363,0.0,2.0,2.0,650,5,178,,288,2,1951.0,1363,3,14559,75.0,70.0,42,7,5,1008,,1951,2000,164900
1368,0.0,2.0,2.0,0,2,1368,0.0,474,1,2005.0,1368,4,6792,40.0,94.0,35,5,7,1368,,2005,2006,202665
864,0.0,3.0,2.0,521,5,169,,624,1,1964.0,864,3,9100,70.0,0.0,0,5,5,864,,1958,1958,129900
1080,,3.0,2.0,336,6,748,158.0,484,2,1983.0,1080,3,9187,71.0,0.0,0,5,6,1084,,1983,1983,134000
789,0.0,2.0,2.0,0,2,768,,200,2,1926.0,789,3,10594,55.0,0.0,0,5,5,768,,1926,1950,96500
2020,0.0,3.0,2.0,1436,7,570,,900,4,2009.0,2020,5,12220,94.0,305.0,54,5,10,2006,,2009,2009,402861
1378,741.0,3.0,2.0,0,2,689,,583,1,1972.0,2119,3,10448,,333.0,104,6,6,689,,1972,1972,158000
1277,1067.0,3.0,2.0,0,2,1264,0.0,889,3,1996.0,2344,4,10208,79.0,921.0,0,5,7,1264,,1996,1997,265000
882,914.0,3.0,3.0,706,7,88,,546,3,1998.0,1796,3,9531,,0.0,36,5,6,794,,1998,1998,211000
1276,804.0,3.0,2.0,0,2,1276,,282,2,1926.0,2080,4,10918,53.0,0.0,0,9,7,1276,0.0,1926,2004,234000
694,600.0,3.0,1.0,0,1,0,,0,1,,1294,3,10800,60.0,0.0,114,7,4,0,,1900,2000,106250
1244,0.0,3.0,2.0,777,4,467,,336,2,1957.0,1244,3,11988,90.0,0.0,40,6,6,1244,,1957,1957,150000
1004,,3.0,2.0,399,6,605,,420,1,1950.0,1664,3,5000,50.0,0.0,24,7,6,1004,,1947,1950,159000
3138,1538.0,3.0,5.0,2260,7,878,,884,4,2007.0,4676,5,40094,130.0,762.0,406,5,10,3138,,2007,2008,184750
1383,1015.0,3.0,2.0,719,1,660,,834,4,1996.0,2398,4,11787,95.0,594.0,60,5,7,1379,,1996,1997,315750
1266,0.0,3.0,2.0,0,2,1257,,453,2,2005.0,1266,4,7500,62.0,0.0,144,5,7,1257,,2005,2005,176000
928,0.0,2.0,2.0,377,4,551,,252,2,1956.0,928,3,13300,70.0,0.0,0,7,5,928,,1956,2000,132000
1476,1237.0,3.0,4.0,1330,7,122,,858,4,2008.0,2713,5,14948,67.0,268.0,66,5,9,1452,,2008,2008,446261
605,0.0,2.0,3.0,348,1,180,,0,1,,605,3,9098,58.0,0.0,0,7,4,528,,1920,2002,86000
2515,0.0,4.0,2.0,1219,4,816,,484,1,1975.0,2515,3,32668,,,0,3,6,2035,,1957,1975,200624
1509,0.0,3.0,4.0,783,7,678,,600,3,1988.0,1509,4,10200,85.0,219.0,0,5,6,1461,,1988,1989,175000
751,611.0,3.0,3.0,0,2,611,,502,4,1920.0,1362,3,6155,60.0,0.0,0,8,6,611,,1920,1999,128000
827,0.0,2.0,1.0,0,1,0,,392,1,1967.0,827,3,7200,60.0,0.0,0,7,5,0,,1955,2007,107500
334,0.0,1.0,1.0,0,1,0,,0,1,,334,2,5000,50.0,0.0,0,3,1,0,,1946,1950,39300
707,707.0,3.0,4.0,0,2,707,,403,4,2004.0,1414,4,9056,74.0,0.0,35,5,8,707,,2004,2004,178000
820,527.0,3.0,5.0,969,7,148,,0,1,,1347,3,7000,70.0,0.0,0,7,5,1117,,1910,1991,107500
880,844.0,3.0,4.0,0,2,880,0.0,527,4,1998.0,1724,4,8924,57.0,0.0,155,5,7,880,,1998,1999,188000
864,0.0,3.0,2.0,600,5,264,,576,2,1980.0,864,3,12735,,0.0,0,5,4,864,,1972,1972,111250
1159,0.0,3.0,2.0,673,5,378,,336,2,1968.0,1159,3,11553,,188.0,0,5,5,1051,466.0,1968,1968,158000
1601,0.0,3.0,4.0,1358,7,223,,670,3,2001.0,1601,4,11423,,479.0,0,5,8,1581,,2001,2002,272000
1838,0.0,2.0,4.0,1260,7,578,,765,1,2006.0,1838,5,14601,85.0,584.0,68,5,9,1838,,2006,2006,315000
997,1288.0,4.0,2.0,0,2,969,,648,4,2000.0,2285,4,11000,,72.0,56,5,8,969,,2000,2000,248000
1680,0.0,3.0,2.0,144,3,379,0.0,583,4,1998.0,1680,4,10140,78.0,0.0,73,5,7,1650,78.0,1998,1999,213250
767,0.0,1.0,4.0,584,7,0,0.0,367,4,1998.0,767,3,4058,34.0,182.0,40,5,7,723,,1998,1998,133000
664,,3.0,4.0,554,7,100,,426,3,2006.0,1496,4,17104,58.0,0.0,24,5,7,654,100.0,2006,2006,179665
1377,806.0,4.0,2.0,1002,7,0,,786,2,1988.0,2183,4,13837,,178.0,0,5,7,1204,0.0,1988,1988,229000
915,720.0,3.0,2.0,300,4,765,,440,2,1950.0,1635,3,8737,70.0,0.0,38,7,6,1065,0.0,1923,1950,210000
768,0.0,2.0,4.0,619,6,149,,624,2,1987.0,768,3,7244,54.0,0.0,0,7,5,768,,1970,1970,129500
825,0.0,2.0,2.0,180,3,0,,720,3,1963.0,825,3,8235,49.0,0.0,50,7,5,825,,1955,1995,125000
912,1182.0,4.0,2.0,0,2,912,,615,4,2003.0,2094,4,9375,75.0,0.0,182,5,7,912,,2003,2004,263000
1069,0.0,2.0,2.0,559,6,510,,440,3,1977.0,1069,3,4043,53.0,0.0,55,6,6,1069,,1977,1977,140000
928,0.0,3.0,2.0,308,4,620,,288,4,1957.0,928,3,6000,50.0,0.0,0,6,5,928,,1957,1957,112500
1717,0.0,3.0,4.0,0,2,1709,,908,3,2006.0,1717,4,11146,87.0,250.0,39,5,8,1709,,2006,2006,255500
1126,0.0,2.0,1.0,0,1,0,,520,4,2002.0,1126,4,8777,67.0,0.0,96,5,4,0,,1949,2003,108000
1006,1040.0,3.0,2.0,866,7,132,,871,3,2003.0,2046,4,10625,85.0,292.0,62,5,7,998,,2003,2004,284000
1048,,2.0,2.0,0,2,993,,280,2,1922.0,1048,3,6380,58.0,0.0,0,6,5,993,,1922,1950,113000
1092,0.0,2.0,2.0,895,4,197,,299,4,1957.0,1092,3,14850,69.0,0.0,0,5,5,1092,,1957,1957,141000
897,439.0,3.0,2.0,637,4,0,,570,2,1994.0,1336,3,11040,60.0,0.0,47,6,4,637,,1920,1950,108000
729,717.0,3.0,5.0,604,7,125,,406,2,1996.0,1446,3,21872,57.0,0.0,22,5,7,729,,1996,1997,175000
1557,0.0,2.0,5.0,0,2,1374,,420,4,2003.0,1557,4,3196,,18.0,20,5,7,1374,,2003,2004,234000
1392,0.0,3.0,2.0,1302,1,90,0.0,528,2,1957.0,1392,3,11341,,180.0,0,6,5,1392,0.0,1957,1996,121500
1389,0.0,2.0,4.0,1071,6,195,0.0,418,3,1975.0,1389,3,10010,77.0,0.0,38,5,5,1389,,1974,1975,170000
996,0.0,3.0,2.0,290,5,706,,0,1,,996,3,13907,63.0,0.0,0,6,5,996,,1940,1969,108000
1163,511.0,4.0,3.0,0,2,1163,,396,4,1955.0,1674,3,21780,66.0,0.0,36,7,6,1163,,1918,1950,185000
1166,1129.0,4.0,2.0,728,7,367,,590,3,1992.0,2295,4,13346,,0.0,40,5,7,1095,,1992,2000,268000
841,806.0,4.0,2.0,0,2,806,136.0,216,2,1920.0,1647,2,6858,66.0,0.0,66,4,6,806,,1915,1950,128000
1134,1370.0,4.0,2.0,0,2,1122,,656,4,2005.0,2504,5,11198,77.0,245.0,39,5,9,1122,,2005,2007,325000
1535,0.0,3.0,2.0,2,7,1515,,532,3,2004.0,1535,4,10171,70.0,168.0,0,5,7,1517,0.0,2004,2004,214000
1496,636.0,1.0,5.0,1441,7,55,,612,4,1983.0,2132,4,12327,79.0,0.0,40,8,8,1496,349.0,1983,2009,316600
943,0.0,2.0,5.0,943,7,0,,600,2,1979.0,943,3,7032,,0.0,0,5,5,943,,1979,1979,135960
1728,0.0,6.0,2.0,231,3,1497,,576,2,1987.0,1728,3,13101,74.0,108.0,0,5,5,1728,,1965,1965,142600
864,,2.0,2.0,414,1,450,,288,2,1959.0,864,4,7332,60.0,207.0,0,6,6,864,,1959,1959,120000
846,846.0,3.0,4.0,0,2,846,,650,3,2009.0,1692,4,13159,83.0,0.0,114,5,7,846,,2009,2009,224500
774,656.0,3.0,2.0,0,1,384,,400,3,2000.0,1430,3,9967,76.0,0.0,0,5,7,384,,2000,2000,170000
576,533.0,3.0,4.0,349,6,23,,288,2,1971.0,1109,3,10500,70.0,82.0,0,7,5,372,,1971,2005,139000
832,384.0,2.0,2.0,442,4,390,,336,2,1947.0,1216,3,8480,80.0,0.0,0,5,5,832,,1947,1950,118500
877,600.0,3.0,2.0,0,2,861,,216,2,1928.0,1477,3,6292,52.0,0.0,50,7,7,861,0.0,1928,1950,145000
1320,0.0,3.0,4.0,328,3,285,,564,1,1966.0,1320,3,11777,96.0,97.0,68,6,5,1164,,1966,1966,164500
703,689.0,2.0,2.0,0,2,689,,540,2,2007.0,1392,4,3604,34.0,0.0,102,5,7,689,,2007,2007,146000
1050,745.0,4.0,2.0,0,2,1050,,352,2,1954.0,1795,3,12150,81.0,335.0,0,5,5,1050,0.0,1954,1954,131500
1429,0.0,3.0,2.0,594,5,331,,572,2,1960.0,1429,4,14585,,85.0,110,6,6,1144,216.0,1960,1987,181900
2042,0.0,3.0,2.0,0,1,2042,,1390,3,2009.0,2042,5,12704,98.0,306.0,90,5,8,2042,,2008,2009,253293
816,0.0,3.0,4.0,816,7,0,,0,1,,816,3,11841,81.0,104.0,32,5,6,816,,1990,1990,118500
1521,,,2.0,0,2,1237,0.0,880,2,1988.0,2775,4,13500,75.0,0.0,502,9,10,1237,,1893,2000,325000
989,584.0,3.0,2.0,0,1,884,,240,2,1935.0,1573,4,6120,51.0,0.0,0,7,4,884,,1935,1995,133000
2028,0.0,2.0,5.0,1460,7,408,,880,3,2005.0,2028,4,11443,88.0,208.0,66,5,8,1868,,2005,2006,369900
838,0.0,2.0,3.0,210,4,0,,275,4,1961.0,838,2,10267,55.0,0.0,0,7,6,816,,1918,2000,130000
860,0.0,2.0,4.0,672,6,168,,528,2,1996.0,860,3,8740,74.0,0.0,0,6,5,840,,1982,1982,137000
1473,0.0,1.0,5.0,1324,7,113,,452,2,1968.0,1473,5,25095,65.0,0.0,48,8,5,1437,,1968,2003,143000
779,0.0,2.0,2.0,0,2,742,,308,2,1988.0,935,3,9100,50.0,0.0,0,6,5,742,,1930,1960,79500
770,812.0,3.0,2.0,490,7,280,,520,3,2004.0,1582,4,8320,64.0,0.0,45,5,7,770,0.0,2004,2004,185900
1728,568.0,3.0,5.0,1338,7,384,,842,3,2008.0,2296,5,13478,97.0,420.0,274,5,10,1722,,2008,2008,451950
816,0.0,2.0,2.0,816,1,0,,816,4,1985.0,816,3,6600,60.0,0.0,0,8,5,816,,1982,2003,138000
848,0.0,1.0,4.0,685,7,163,,420,1,2003.0,848,4,4435,,170.0,0,5,6,848,,2003,2003,140000
924,0.0,3.0,2.0,0,2,924,,280,2,1981.0,924,3,7990,88.0,0.0,0,6,5,924,,1975,1975,110000
1826,0.0,3.0,5.0,1422,7,392,,758,1,2005.0,1826,4,11302,69.0,238.0,75,5,8,1814,180.0,2005,2006,319000
684,684.0,3.0,2.0,0,2,684,,216,2,1930.0,1368,3,3600,60.0,0.0,158,7,6,684,,1910,1993,114504
1402,0.0,2.0,4.0,0,2,1258,,648,4,2006.0,1402,4,3922,53.0,72.0,16,5,7,1258,,2006,2007,194201
1647,0.0,3.0,3.0,1283,6,0,,621,4,1977.0,1647,4,12984,80.0,459.0,0,6,5,1430,,1977,1977,217500
716,840.0,3.0,2.0,81,1,23,,452,4,1980.0,1556,3,1950,24.0,0.0,0,6,6,716,,1980,1980,151000
1058,846.0,3.0,4.0,546,7,512,,736,4,2003.0,1904,5,10927,74.0,280.0,60,5,8,1058,,2005,2005,275000
780,595.0,3.0,2.0,0,1,780,,544,2,1979.0,1375,4,9000,50.0,0.0,162,6,6,780,,1937,1950,141000
927,988.0,3.0,3.0,789,7,119,,506,4,1992.0,1915,4,10041,80.0,0.0,150,5,8,908,,1992,1992,220000
600,600.0,2.0,2.0,0,2,600,0.0,480,3,2004.0,1200,4,3182,30.0,0.0,172,5,7,600,0.0,2004,2005,151000
1494,0.0,,3.0,922,7,572,,530,3,2002.0,1494,4,12803,88.0,99.0,36,5,7,1494,,2002,2002,221000
1186,800.0,3.0,2.0,454,5,314,,486,2,1965.0,1986,3,13600,85.0,176.0,42,6,7,768,,1965,1990,205000
1040,0.0,3.0,2.0,732,7,308,,576,1,2000.0,1040,4,12464,82.0,0.0,0,5,5,1040,,1996,1996,152000
1112,896.0,3.0,2.0,603,7,293,,230,2,1948.0,2008,5,7800,78.0,0.0,0,8,5,896,,1948,2002,225000
1940,1254.0,4.0,3.0,428,5,537,,380,2,1934.0,3194,3,12168,78.0,0.0,0,6,8,965,,1934,1998,359100
1029,0.0,3.0,3.0,903,4,126,,261,2,1961.0,1029,3,7943,61.0,192.0,0,5,4,1029,,1961,1961,118500
1476,677.0,3.0,3.0,904,7,536,,736,4,2000.0,2153,5,11050,,204.0,142,5,9,1440,,2000,2000,313000
1032,0.0,3.0,4.0,605,6,427,,564,2,1978.0,1032,3,10395,,233.0,0,6,6,1032,,1978,1978,148000
1299,573.0,3.0,4.0,990,7,309,,531,3,2001.0,1872,5,11885,,108.0,122,5,8,1299,,2001,2001,261500
1120,0.0,,2.0,206,6,914,,0,1,,1120,3,8402,70.0,0.0,30,5,5,1120,,2007,2007,147000
630,0.0,1.0,4.0,150,3,0,,0,1,,630,3,1491,21.0,0.0,24,6,4,630,,1972,1972,75500
1054,0.0,3.0,5.0,763,7,173,,480,3,1963.0,1054,4,8800,80.0,156.0,0,7,6,936,,1963,1963,137500
807,702.0,3.0,2.0,457,7,326,,393,4,2002.0,1509,4,7861,,0.0,75,5,6,783,,2002,2003,183200
832,0.0,2.0,2.0,0,2,832,,528,2,1962.0,832,4,7227,59.0,0.0,0,6,6,832,,1954,1954,105500
1828,0.0,,4.0,48,1,1774,,774,2,2007.0,1828,4,11694,90.0,452.0,108,5,9,1822,,2007,2007,314813
1482,780.0,,5.0,871,7,611,,749,4,2003.0,2262,4,12244,85.0,226.0,0,5,8,1482,,2003,2003,305000
864,,2.0,2.0,41,5,823,,0,1,,864,3,8248,45.0,0.0,0,3,3,864,,1914,1950,67000
1548,1066.0,4.0,2.0,956,6,384,,624,3,1974.0,2614,3,10800,90.0,0.0,243,7,6,1522,,1974,1997,240000
980,0.0,3.0,2.0,560,5,420,0.0,484,2,1986.0,980,3,7064,71.0,153.0,0,6,5,980,192.0,1977,1977,135000
756,756.0,2.0,2.0,420,7,336,,440,2,2000.0,1512,4,2117,,513.0,32,5,6,756,,2000,2000,168500
1012,778.0,4.0,2.0,247,4,485,,484,3,1972.0,1790,3,10400,80.0,288.0,0,5,6,732,,1972,1972,165150
1116,0.0,3.0,2.0,0,2,1116,,440,2,1962.0,1116,3,10000,87.0,261.0,0,6,6,1116,,1962,1962,160000
1422,0.0,3.0,2.0,0,2,978,,286,3,1960.0,1422,3,12342,,0.0,0,5,5,978,0.0,1960,1978,139900
1520,0.0,3.0,4.0,674,5,350,,364,3,1955.0,1520,3,9600,80.0,164.0,0,6,6,1156,,1955,1972,153000
1040,1040.0,5.0,4.0,650,4,390,,504,2,1969.0,2080,2,11606,70.0,192.0,0,5,5,1040,,1969,1969,135000
1350,0.0,3.0,5.0,624,7,288,,520,3,1964.0,1350,3,9020,82.0,259.0,0,5,6,1248,,1964,1964,168500
1089,661.0,3.0,2.0,0,2,636,,240,2,1937.0,1750,5,9000,50.0,0.0,0,6,5,636,,1880,1991,124000
1554,0.0,2.0,3.0,24,7,1530,0.0,627,3,2006.0,1554,4,4590,34.0,108.0,73,5,8,1554,,2006,2006,209500
1411,0.0,3.0,2.0,822,6,564,,544,4,1977.0,1411,3,11900,85.0,209.0,0,5,7,1386,,1977,1977,82500
1056,0.0,3.0,2.0,480,5,108,,260,2,1954.0,1056,3,9250,80.0,0.0,0,7,5,1056,,1954,2005,139400
1056,0.0,0.0,2.0,1056,7,0,,576,2,1980.0,1056,3,6979,64.0,0.0,56,5,6,1056,,1980,1980,144000
