1stFlrSF,2ndFlrSF,BsmtFinSF1,GarageArea,GrLivArea,LotArea,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
1412,0.0,1005,576,1412,11457,5,6,1392,1988,175000
1236,0.0,600,923,1236,7407,7,6,912,1957,149700
1040,0.0,633,648,1040,25286,5,4,1064,1963,132250
1616,0.0,1180,608,1616,5389,5,8,1595,1995,236500
1414,0.0,528,601,1414,11029,8,6,1184,1958,176500
975,975.0,649,576,1950,7399,5,7,975,1997,239000
1086,0.0,320,490,1086,10200,7,5,1086,1954,144900
1072,504.0,1309,528,1576,21384,6,5,1324,1923,223500
768,0.0,619,624,768,7244,7,5,768,1970,129500
1381,0.0,982,676,1381,9360,7,6,1161,1972,197500
1284,885.0,0,647,2169,9375,5,8,1284,2002,228500
720,348.5240174672489,0,287,720,6627,6,3,0,1949,72500
1584,1208.0,493,520,2792,10440,7,6,1510,1920,256000
936,0.0,0,576,936,6000,4,4,936,1953,93000
1181,0.0,920,588,1181,10012,5,4,1138,1972,137500
1689,0.0,0,954,1689,9849,6,7,1689,2007,248328
948,0.0,732,280,948,8190,6,4,948,1954,119000
756,756.0,420,440,1512,2117,5,6,756,2000,168500
894,0.0,492,450,894,8724,5,5,894,1968,129000
932,920.0,822,644,1852,8640,5,7,900,2009,252678
845,0.0,0,290,845,11500,3,4,0,1957,84000
774,0.0,544,0,774,4270,6,3,544,1931,79000
2053,1185.0,816,666,3238,14720,5,8,2033,1995,410000
1232,348.5240174672489,724,632,1232,7314,5,7,1232,2007,194500
1164,0.0,0,528,1164,9600,5,7,1164,1969,140000
912,336.0,324,160,1248,9439,5,5,912,1930,87000
1687,0.0,353,572,1687,57200,5,5,747,1948,160000
860,1100.0,625,440,1960,7851,5,6,860,2002,216500
546,348.5240174672489,273,286,1092,2217,4,4,546,1970,88000
894,0.0,552,400,894,9450,5,4,894,1954,110000
1479,0.0,1013,558,1479,10665,5,7,1453,2003,226000
1060,0.0,188,270,1060,8246,8,5,1060,1968,154000
1436,0.0,946,484,1436,8450,5,7,1436,2004,210000
1044,0.0,0,504,1044,8712,5,5,540,1952,55993
880,888.0,390,320,1768,10800,7,7,880,1914,163000
816,0.0,538,432,816,5890,8,6,816,1930,120500
774,656.0,250,400,1430,7750,5,7,384,2000,180000
1867,0.0,379,303,1867,10708,5,5,1617,1955,190000
1500,0.0,1070,648,1500,4045,5,7,1356,2006,246578
1100,0.0,419,312,1100,12493,5,4,1100,1960,141000
816,0.0,546,264,816,8314,7,5,816,1982,124500
1328,348.5240174672489,967,308,1328,16905,6,5,1350,1959,170000
1728,568.0,1338,842,2296,13478,5,10,1722,2008,451950
864,0.0,167,572,864,8172,7,5,864,1955,115000
1266,0.0,0,453,1266,7500,5,7,1257,2005,176000
858,348.5240174672489,614,0,858,8125,4,4,858,1971,88000
832,878.0,426,506,1710,9291,5,6,832,1993,187000
772,351.0,0,264,1123,6060,5,4,732,1939,100000
953,694.0,0,460,1647,7917,5,6,953,1999,175000
874,0.0,510,288,874,9858,6,5,864,1968,130000
1788,0.0,0,522,1788,11838,5,8,1753,2001,236500
1839,348.5240174672489,1186,416,1839,14442,7,6,1477,1957,257500
1088,780.0,381,484,1868,10304,7,5,780,1976,197500
1712,0.0,528,588,1712,8393,5,5,1626,1959,145000
561,668.0,285,462,1229,1300,6,6,561,1980,124000
1600,0.0,0,890,1600,14230,5,8,1566,2007,256300
916,684.0,0,460,1600,8773,5,6,916,1997,169000
896,448.0,0,240,1344,6240,4,5,896,1936,115000
1126,0.0,767,540,1126,15611,6,5,1126,1977,175000
923,0.0,658,264,923,6951,5,5,876,1984,119500
616,0.0,616,205,616,6000,7,5,616,1921,89000
1800,0.0,0,0,1800,8000,4,5,1800,1961,141000
1505,0.0,1024,505,1505,12160,4,6,1505,1953,149500
1647,0.0,1283,621,1647,12984,6,5,1430,1977,217500
1132,0.0,1024,451,1132,7024,5,4,1132,2005,176000
928,836.0,821,470,1764,15426,5,6,928,1997,231500
1088,441.0,0,240,1529,8405,3,4,0,1945,98000
1699,748.0,0,336,2447,9638,7,6,804,1919,169000
1504,0.0,16,457,1504,3182,5,7,1346,2005,181000
1163,0.0,256,220,1163,5820,8,3,1162,1955,126175
769,756.0,436,440,1525,2117,5,6,756,2000,177000
935,0.0,560,288,935,13526,6,5,935,1965,137000
813,0.0,0,270,813,5684,8,6,813,1930,110000
1112,896.0,603,230,2008,7800,8,5,896,1948,225000
1532,797.0,1085,514,2329,11839,5,7,1475,1990,262280
910,648.0,420,282,1558,13710,5,5,910,1950,152000
832,832.0,194,528,1664,10140,5,7,832,1976,162900
2110,0.0,1065,522,2110,11160,5,7,2110,1968,244000
905,881.0,648,684,1786,9337,5,6,824,1997,204750
925,550.0,548,336,1475,2665,6,5,757,1977,127000
811,576.0,0,256,1387,6000,4,5,811,1954,93000
976,732.0,0,380,1708,3363,5,7,976,2004,130000
1085,649.0,600,440,1734,9786,7,6,912,1962,159000
1766,648.0,664,520,2414,10800,4,5,954,1900,160000
933,975.0,642,493,1908,8750,5,7,915,1994,210000
1283,0.0,504,506,1283,7763,7,5,931,1962,140000
1212,0.0,0,573,1212,9100,5,7,1212,2001,178000
952,596.0,0,672,1548,7264,7,7,952,1925,205000
980,348.5240174672489,400,384,980,9750,5,5,980,1967,135500
1811,348.5240174672489,296,470,1811,14115,7,6,1073,1956,230000
1056,0.0,1056,384,1056,8900,4,4,1056,1966,107000
1234,0.0,0,484,1234,11049,5,8,1234,2007,179900
630,672.0,0,440,1302,2016,5,5,630,1970,106000
1035,371.0,0,0,1406,7920,7,6,319,1920,89500
858,0.0,685,576,858,7252,5,5,858,1982,134900
1182,1142.0,998,736,2324,11924,5,9,1175,2005,345000
910,0.0,0,414,910,8892,7,5,105,1953,116000
798,813.0,674,442,1611,9760,6,6,780,1964,167900
684,876.0,0,400,1560,11911,5,6,684,2005,174000
2020,0.0,0,630,2020,8400,5,5,0,1977,144000
1338,0.0,616,582,1338,4920,5,8,1338,2001,213500
1188,0.0,593,312,1188,26142,7,5,1188,1962,157900
1459,0.0,0,527,1459,8749,5,7,1459,2002,192000
1306,954.0,1201,533,2260,14000,5,7,1306,1996,328000
1430,0.0,0,605,1430,16285,5,7,1413,2001,187100
996,0.0,290,0,996,13907,6,5,996,1940,108000
1092,0.0,787,504,1092,8250,7,6,1092,1964,145000
625,625.0,0,625,1250,4017,5,7,625,2006,171900
864,864.0,0,572,1728,9313,5,7,864,2004,190000
924,0.0,0,280,924,7990,6,5,924,1975,110000
1199,0.0,300,530,1199,7892,5,6,1199,1993,153900
948,0.0,0,300,948,8978,5,5,948,1968,108000
925,0.0,338,429,925,9100,6,5,925,1965,117500
835,0.0,108,366,835,10625,5,5,458,1920,83000
1580,886.0,0,610,2466,11143,5,8,1580,2004,340000
1216,941.0,445,487,2157,14200,6,7,924,1966,226000
1060,0.0,840,572,1060,4224,7,5,1040,1976,129900
2633,0.0,1282,804,2633,11400,5,10,2633,2001,466500
1048,348.5240174672489,0,280,1048,6380,6,5,993,1922,113000
953,711.0,0,460,1664,8121,5,6,953,2000,172400
784,0.0,0,360,784,9000,3,6,784,1928,76000
1279,0.0,641,473,1279,10125,6,6,1196,1977,171500
1229,0.0,1059,284,1229,17140,6,4,1134,1956,135000
1268,0.0,540,244,1268,7800,6,5,1268,1954,132000
1428,0.0,0,480,1428,11639,5,7,1428,2007,182000
1125,0.0,631,352,1125,7200,6,6,1041,1976,125000
1008,0.0,486,275,1008,11425,6,5,1008,1954,137000
1630,0.0,0,860,1630,10226,5,8,1622,2008,295493
864,864.0,503,673,1728,8791,5,6,864,2003,207500
1211,0.0,250,322,1211,8250,5,5,952,1968,134000
1040,0.0,369,286,1040,7560,5,5,1040,1959,133700
1707,0.0,0,511,1707,16669,6,8,1686,1981,228000
955,348.5240174672489,0,462,1632,9084,5,7,935,1998,176500
1392,0.0,1302,528,1392,11341,6,5,1392,1957,121500
1319,0.0,428,270,1319,10634,6,5,608,1953,123000
742,742.0,0,390,1484,12589,5,6,742,2005,174000
971,0.0,523,300,971,9920,6,5,971,1969,128500
1062,0.0,539,539,1062,11333,5,6,1029,1976,146800
980,0.0,945,0,980,9400,5,6,945,1975,127500
1405,0.0,0,478,1405,3136,5,7,1405,2003,171750
959,712.0,786,472,1671,10852,5,6,959,2000,173000
1074,0.0,788,495,1074,10140,6,5,1056,1975,153500
1547,720.0,0,672,2320,14762,6,5,0,1948,169000
918,0.0,0,264,918,7892,5,6,918,1979,99500
1437,0.0,1157,528,1437,10768,8,5,1437,1976,218000
1069,0.0,360,440,1069,4043,5,6,1069,1977,127500
829,727.0,298,441,1556,11700,6,6,727,1968,154000
824,1070.0,624,510,1894,11316,5,7,817,2002,214900
1973,0.0,0,895,1973,14226,5,8,1935,2006,395000
1898,1080.0,0,564,2978,11275,7,7,710,1967,242000
848,0.0,662,420,848,4438,5,6,848,2004,149000
804,670.0,0,400,1474,8530,5,7,384,1995,168500
1056,0.0,480,260,1056,9250,7,5,1056,1954,139400
902,0.0,301,484,902,8885,5,5,864,1983,131000
1032,0.0,605,564,1032,10395,6,6,1032,1978,148000
1077,0.0,0,338,1077,8967,2,5,961,1920,67000
1235,0.0,600,480,1235,8500,3,5,1235,1961,98600
1442,0.0,738,719,1442,10357,5,7,910,1990,179900
483,504.0,387,264,987,1680,5,6,483,1971,85400
1004,0.0,975,504,1004,10530,5,6,975,1977,135000
1006,0.0,288,0,1006,9000,3,5,1006,1959,80000
936,780.0,210,0,1716,5687,6,5,780,1912,135900
860,348.5240174672489,0,565,1720,11645,5,7,860,2004,196500
960,0.0,250,308,960,6000,4,4,960,1920,108500
1604,0.0,1334,660,1604,8814,5,7,1604,2006,220000
2217,0.0,351,621,2217,15865,6,8,2217,1970,268000
1844,0.0,1110,540,1844,16381,5,6,1844,1969,223000
799,772.0,0,380,1571,7837,7,6,799,1993,178000
1479,0.0,0,577,1479,9382,5,7,1468,1999,191000
1619,167.0,1249,529,1786,164660,6,5,1499,1965,228950
1632,0.0,620,338,1632,9600,6,6,1240,1958,139000
866,902.0,20,578,1768,10769,5,8,866,2007,212000
1096,0.0,75,299,1096,15870,5,5,1096,1969,138800
1236,857.0,0,542,2093,20544,6,7,791,1986,215000
660,688.0,512,453,1348,7590,5,6,660,1966,155000
728,728.0,648,410,1456,8199,5,7,728,2005,189000
1600,0.0,1277,319,1600,16321,6,5,1484,1957,207500
1700,0.0,340,544,1700,9135,5,6,1682,2003,200000
808,785.0,0,389,1593,9636,5,6,808,1992,178000
1363,0.0,650,288,1363,14559,7,5,1008,1951,164900
855,586.0,311,440,1441,2289,6,6,855,1978,148500
1710,0.0,1400,866,1710,13891,5,8,1710,2007,372402
1222,888.0,695,463,2110,8880,5,7,948,1994,205000
725,754.0,533,475,1479,13517,8,6,725,1976,130500
767,0.0,584,367,767,4058,5,7,723,1998,133000
664,348.5240174672489,554,426,1496,17104,5,7,654,2006,179665
1567,0.0,1154,648,1567,3982,5,8,1520,2006,264561
1148,0.0,210,308,1148,6420,7,5,980,1952,123500
1120,850.0,0,753,1970,11065,5,8,1085,2006,281000
1453,1357.0,482,750,2810,9572,5,8,1453,1990,302000
1470,348.5240174672489,986,696,2630,9200,5,8,1470,1998,315000
1105,1169.0,443,480,2274,11600,5,5,1105,1960,154300
1261,0.0,662,433,1261,9120,6,6,1261,1958,163000
1486,0.0,637,480,1486,9937,7,5,1486,1964,167000
773,0.0,570,240,773,7677,5,5,773,1953,110000
1537,0.0,0,462,1537,8400,9,6,1319,1962,174000
866,913.0,0,546,1779,10400,5,7,866,1998,197900
1225,0.0,569,0,1225,9320,5,4,950,1959,128950
848,0.0,659,420,848,4435,5,6,848,2003,131500
780,596.0,0,198,1376,8600,6,6,780,1937,119500
742,729.0,381,440,1471,3230,5,6,729,1999,172500
869,0.0,0,0,869,5900,7,4,440,1923,85500
729,729.0,419,440,1458,3230,5,6,729,1999,176000
894,0.0,762,440,894,13350,5,5,864,1974,142500
885,833.0,0,427,1718,10141,5,7,832,1998,185000
1701,0.0,1390,611,1701,16647,5,5,1390,1975,171000
864,0.0,600,576,864,12735,5,4,864,1972,111250
1094,761.0,0,512,1855,9600,7,6,528,1976,187000
1651,0.0,1398,616,1651,12416,5,6,1606,1986,184000
612,612.0,0,528,1224,3951,5,6,612,2009,164500
928,0.0,308,288,928,6000,6,5,928,1957,112500
372,720.0,0,0,1092,5600,5,4,0,1930,55000
832,809.0,16,546,1641,9600,7,7,728,1925,178000
708,708.0,404,776,1416,11700,6,6,708,1968,179900
1058,846.0,546,736,1904,10927,5,8,1058,2005,275000
936,0.0,248,308,936,5868,7,5,936,1956,129000
716,840.0,81,452,1556,1950,6,6,716,1980,151000
864,0.0,120,400,864,19138,5,4,864,1951,141000
1654,0.0,986,900,1654,8125,5,7,1654,2002,230000
1416,0.0,0,576,1416,25339,7,5,816,1918,112000
1268,1097.0,1163,856,2365,9430,5,8,1252,1999,337000
1067,0.0,442,436,1067,9600,7,4,1067,1950,128000
1318,584.0,0,539,1902,8930,5,6,0,1978,112000
1557,0.0,0,420,1557,3196,5,7,1374,2003,234000
1195,644.0,0,486,1839,16770,5,7,1195,1998,221000
